Name,Coordinate
Caltex Jln Ampang,"3.148157,101.765821"
Gaya Taman Melawati,"3.210802,101.746251"
Tmn Keladi Sg. Petani,"5.61514,100.504102"
Telok Senibong,"1.489201,103.831001"
Jalan Cendana,"1.488284,103.909888"
Tmn Lestari Perdana,"3.01082,101.669696"
Jln Tengkera MLK,"2.203444,102.233502"
Mega E-Mart Miri,"4.343972,113.991552"
"Taman Pulai Indah, JHR","1.543762,103.583103"
Bandar Cyber Ipoh PK,"4.542664,101.109506"
"Markisa, Endau","2.649724,103.628862"
Terminal Jerantut,"3.939774,102.358254"
BB Wakaf Bharu KLTN,"6.119287,102.197134"
Ulu Sg Merah SBW,"2.32983,111.854556"
Taman Tan Yew Lai,"3.073458,101.662658"
Jalan Semarak K.TRG,"5.349908,103.100899"
HOSPITAL K.BERANG,"5.072253,103.045785"
Taman Bukit Dahlia 3,"1.483705,103.889042"
Jalan Linkungan,"2.946111,101.613386"
Jln Ross Miri,"4.397541,113.988621"
"Jalan Mewah,Bahau,N9","2.811286,102.401542"
Cameron Square PRK,"4.508276,101.407805"
Pearl City Mall PG,"5.27706,100.491233"
Selayang Height,"3.26777,101.652366"
"Kg Raja,TRG","5.796132,102.564175"
Caltex Sri Wang SP,"5.622464,100.500653"
Pusat Yayasan,"2.547506,102.793574"
"Taman Sri Kluang, JHR","2.028777,103.301273"
Taman Setapak Jaya,"3.191181,101.727771"
Menara Centara,"3.162046,101.697004"
"Beach Street,PG","5.418206,100.342955"
Junction 5 BTU,"3.197271,113.090118"
Batu Buruk K.TRG,"5.320582,103.155393"
Taman Gunung Selatan JHR,"2.056579,103.312713"
"Taman Teratai, Skudai","1.567186,103.612967"
Taman Labis,"2.399972,103.017726"
Taman Pelangi,"2.429423,102.678292"
"Kampung Baru Kundang, Sungai Buloh","3.279352,101.513852"
Taman Kesang Indah,"2.316875,102.398093"
"Mustapha Al-Bakri, Ipoh","4.594836,101.085023"
"Taman Sri Tunas, Penang","5.319549,100.286690"
"Jln Betong, Pengkalan Hulu, PRK","5.707596,101.001732"
"Jalan Besar Linggi, N9","2.484990,102.010637"
"Perniagaan Humairah, KLT","5.805584,102.147588"
"Aurora Walk,Bahau, N9","2.808301,102.395955"
"Komp Perniagaan Hidayah, Alor Setar","6.15303,100.3993052"
Menara Axis PJ SEL,"3.103391,101.638953"
Jalan Panji Alam KT TRG,"5.303519,103.145096"
Taman Damai Jaya Jitra KDH,"6.281339,100.419864"
"Taman Nusa Bayu,Nusajaya, JOH","1.481809,103.598344"
Al-Bayt Square Miri SWK,"4.412939,114.010261"
"Jalan Star City,Mentakab PHG","3.470095,102.331182"
"Kampung Nangka, Sibu, SWK","2.3112172,111.8209156"
"Jalan Masjid Lama,Sarikei, SWK","2.1298109,111.5178448"
KPJ Hospital Kuantan PHG,"3.7997766,103.3366996"
Jalan Ulu Oya Sibu SWK,"2.2953433,111.8959773"
"Taman Bayu Mutiara, Penang","5.343715,100.436516"
Aman Square Sg Petani KDH,"5.6347082,100.5140072"
"Taman Bahagia,Kodiang, KDH","6.3949318,100.3017882"
"Taman Bunga Kantan,Kajang SEL","3.0026237,101.7907092"
Taman Pelangi 2 JB JOH,"1.4787308,103.7746319"
"Kip Hotel, Jalan Ipoh KL","3.227189,101.671265"
"Amerin Hotel, Tmn Perling JB JOH","1.496814,103.682841"
Perniagaan Jelatang Alor Gajah MLK,"2.3837636,102.2161263"
Taman Cahaya Kota Puteri Masai JOH,"1.4911425,103.843047"
"Jalan Pasar,Teluk Intan PRK","4.0267778,101.0164896"
"Jalan Cengkerik, Kempas JOH","1.513534,103.7013057"
"Jalan Kasah, Damansara KL","3.1397609,101.6574356"
Telok Panglima Garang SEL,"2.9134251,101.4760566"
Jalan Thambipillai Brickfield KL,"3.1321709,101.6879243"
"Behrang 2020, Tjg Malim,PRK","3.7232655,101.4730096"
Taman Kota Laksamana MLK,"2.1976573,102.2328821"
3 Element Seri Kembangan SEL,"2.9831131,101.6671371"
"Ken Rimba,Shah Alam SEL","3.0543153,101.4838779"
Subang Olive Residence SEL,"3.0802258,101.5739921"
Jalan Teknokrat Cyberjaya SEL,"2.9197228,101.6566336"
"Jalan Jeli-Dabong, Jeli KLT","5.6964447,101.8432322"
"Caltex Taman Batik,SP KDH","5.6345321,100.538764"
Sunway Putra Mall KL,"3.1666495,101.6924948"
Bangunan Umno Pekan PHG,"3.4917946,103.392224"
Jalan Tun Sri Lanang MLK,"2.2045535,102.2528136"
Stutong Parade Setia Raja SWK,"1.5218191,110.3792122"
Tropicana Grande Condo PJ SEL,"3.1318388,101.5943795"
Jalan Panchor Bkt Pasir JOH,"2.0981127,102.6361576"
Taman Sri Pristana Sg.Buloh SEL,"3.2053876,101.4702791"
"Caltex USJ 16,Subang Jaya SEL","3.0337477,101.5780208"
"Taman Nirwana, Ampang SEL","3.1462528,101.7510045"
"Sunway Pyramid, SEL","3.0730827,101.6073427"
Caltex Jalan Bunga Melati KL,"3.1302265,101.7426816"
Caltex Taman Melawati KL,"3.2110463,101.7522222"
"Jalan Plumbum,Shah Alam SEL","3.0697803,101.4892665"
Taman Kluang Indah JOH,"2.0143906,103.3312869"
"Caltex Jalan Tampin, N9","2.7046438,101.9579503"
"Jalan Tanjong 1, Ulu Tiram JOH","1.5589221,103.8100666"
Taman Damai Sg.Abong JOH,"2.0657545,102.6005378"
Rembau Sentral N9,"2.5886495,102.0987689"
Caltex Pekan Kg.Raja TRG,"5.7914492,102.5617102"
Caltex Bemban MLK,"2.2706598,102.383751"
"Bandar Bukit Jalil, KL","3.0604247,101.6688511"
Gem In Mall Cyberjaya SEL,"2.9221283,101.6348085"
Taman Bukit Katil MLK,"2.221865,102.298674"
"The Alcove Trec, KL","3.1396055,101.7210656"
"Jalan Zinnia, Miri, Sarawak","4.3996934,113.9895326"
"Straits Garden Jelutong, Penang","5.3953348,100.3173262"
"Bandar Seri Alam, Masai, Johor","1.4960198,103.8799354"
"Intan Flora, Teluk Intan","4.0112378,101.0399562"
"Jalan Lapangan Terbang, Kuching","1.481766,110.334181"
"Jalan PSK 1, Seri Kembangan","3.014235,101.6974917"
"Jalan Mahkota, Kuantan","3.8055601,103.3271885"
"Medan Niaga, Tasik Niaga, Sg Besi, KL","3.0600739,101.7109618"
"Taman Banggol Indah, Kemaman","4.1867245,103.4139124"
"Taman Petani Jaya, Sg Petani","5.6309179,100.489009"
"RH Plaza, Jln Lapangan Terbang, Kuching","1.5038733,110.3504294"
"Pusat Komersial Sri Utama, Segamat","2.5140776,102.8230405"
"Design Village, Penang","5.2439994,100.4386291"
"Bukit Residen, Kuala Lipis","4.1792986,102.0534262"
"Taman Seri Krubong, Melaka","2.2741734,102.2354999"
"Jalan Pantai Batu 4, Port Dickson","2.4939106,101.8407083"
"Jalan Kampung Datu, Sibu","2.2937755,111.8215084"
"Jalan Kangar - Alor Setar, Kangar","6.4345852,100.1876011"
"Casa Tropika, Puchong","2.9985255,101.6216898"
"Jalan Pasir Puteh, Melor, Kelantan","5.9638863,102.2955814"
"Jalan Melayu Miri, Sarawak","4.3890281,113.9856353"
"Jalan Bukit Mok Mek, Jerteh","5.7343347,102.493743"
"Trivo, Bukit Jelutong, Shah Alam","3.0968341,101.5387586"
"Caltex Klebang Besar, Melaka","2.2157005,102.205883"
"Sunway Velocity, Cheras","3.1267341,101.7244774"
Menara Bangkok Bank KL,"3.156708,101.705782"
"Taman Hui Sing, Kuching, Sarawak","1.513483,110.3435361"
"Taman Kota Kenari, Kulim","5.3723615,100.5676058"
"Setia Triangle, Penang","5.3025392,100.2614477"
"Bandar Amanjaya, Sungai Petani,Kdh","5.7030396,100.536806"
"Jalan Kelibang, Langkawi","6.3264527,99.8425618"
"Marina Square, Miri, Sarawak","4.3891726,113.9793482"
"Residensi Sultan Ismail, KL","3.1545898,101.7073381"
"Taman Bakri Jaya, Muar","2.0490068,102.6479727"
"Taman Seri Austin, JB","1.5829537,103.7373358"
"Taman Seri Firdaus, Kangar","6.4367627,100.2068675"
"UOA Sek U1, Shah Alam","3.0857191,101.586864"
"Eve Suite, Ara Damansara","3.1132063,101.5911877"
"Taman Gombak Ria, Batu Caves","3.2253119,101.7013299"
"Taman Cemara, Rompin, Phg","2.7996104,103.482601"
"Jalan Air Jernih, Terengganu","5.3202459,103.1408688"
"Jalan Suria 67, Bandar Seri Alam Masai, Jhr","1.496784,103.8731602"
"Jalan Aman, Seri Kembangan","3.0254338,101.6992083"
"Batu Gajah Perdana, Perak","4.4956733,101.0197377"
"Indah Hill, Bukit Indah, JB","1.4787281,103.6506066"
MRT Surian Station,"3.149614,101.593897"
MRT Kwasa Sentral Station,"3.1698793,101.5648216"
"Sidewalk Island Ansa Hotel, KL","3.147083,101.7118925"
"Kompleks Komersial Marang, Trg","5.2072376,103.2065561"
"Lembah Permai, Tg. Bunga, Penang","5.4647005,100.2802688"
"Jalan Macalister, Georgetown, Penang","5.4191803,100.3176454"
"Pusat Perniagaan Kota Emas, Pontian","1.4802162,103.3994901"
"Taman Tanjung, Batu Pahat, Johor","1.8448264,102.9420233"
Kompleks PKNS Shah Alam,"3.0703186,101.5170568"
"Taman Pelindung Maju, Kuantan","3.8492709,103.3615905"
"TTJ Fasa 1, Sungai Gadut","2.6738136,101.9935995"
"Taman Desa Seputeh, KL","3.1143553,101.6820207"
"Caltex Jalan Gambang, Kuantan","3.7497629,103.1919542"
"Suria Jaya E-SOFO, Shah Alam","3.054243,101.491136"
"Sendayan Metro Park, N.Sembilan","2.6854149,101.8467969"
"Jalan Raja, Tapah","4.1970582,101.2582049"
"Caltex Jalan Tasek, Simpang Ampat","5.2850831,100.4861927"
MRT BTHO Sel,"3.048366,101.775115"
"Wisma Constplant 1, Subang Jaya","3.080774,101.583426"
"Taman Selasih, Mata Ayer, Perlis","6.4762849,100.2588111"
"Taman Seri Taming, Cheras","3.054468,101.7510366"
"Bandar Permaisuri, Setiu","5.5209818,102.7481291"
"Glomac Centro, Petaling Jaya","3.1377817,101.6150728"
"Jalan Kempas Indah, Taman Kempas, JB","1.5523129,103.7154919"
"Maritime 2, Penang","5.3978849,100.3291869"
"Jalan Besar Ringlet, Cameron Highland","4.4139018,101.3835472"
"Jalan Singgahsana, Bandar Bukit Raja, Klang","3.0903044,101.455543"
"Mutiara Avenue, Kajang","3.0117413,101.8116868"
"Pusat Komersial Arena Bintang, Shah Alam","3.155021,101.5529019"
Suria Mall Putrajaya,"2.9202345,101.6840672"
"Arena Square Jln Yahya Ahmad, Dungun Trg","4.767734,103.4199151"
"Residensi Bistari,Ampang","3.1959664,101.7661402"
"Sky Avenue, Genting Highlands","3.4232444,101.7952904"
Caltex Jln Cheras Kajang,"3.017618,101.7770487"
"Kampung Baru Seberang Takir, Terengganu","5.3541302,103.1295097"
"Jalan Uplands, Kuching, Sarawak","1.5304527,110.3572637"
Jalan Meru Impiana A1 Ipoh,"4.6760492,101.0804093"
M City Ampang,"3.1587972,101.7479172"
Puchong Prima - LRT,"2.9999692,101.5966728"
"Medan Perdagangan Kepayang, Seremban","2.7131771,101.9117493"
"Selandar, Melaka","2.3901873,102.3801327"
"Afiniti Residence, Johor","1.4275493,103.6342961"
"Caltex Senai, Johor","1.5877342,103.6487237"
"Taman Soga, Batu Pahat, Johor","1.8385506,102.9347545"
Medan Coral NS,"2.4460401,101.8587783"
Icon City PJ,"3.0880224,101.6140938"
"Tmn Nusa Bestari, Johor","1.4964166,103.6555713"
"Laman Setia, Johor","1.4914884,103.5866091"
Cltx Sg Choh Rwg Sel,"3.357056,101.573971"
"Caltex Pekan Jabi, Jerteh","5.675936,102.5748128"
"Caltex Jln Sultan Ismail, Terengganu","5.3284848,103.14394"
"Bandar Baru Kerteh,Trg","4.5084119,103.4436902"
"Camelia3, Cameron Highland","4.4703451,101.3753933"
"Sg. Mati, Johor","2.1349921,102.5583172"
"Mutiara Mount Austin, JB","1.549326,103.7826329"
Kampung Baru - LRT,"3.1613334,101.7065924"
"Damai Station, KL - LRT","3.1645659,101.7243996"
Putra Height Sel - LRT,"2.996232,101.575417"
"Pandan Indah, KL - LRT","3.134766,101.7467612"
"Sevenew Pujut, Miri","4.447856,114.0180311"
"Klebang Perdana,Perak","4.6796152,101.1215866"
Glenmarie - LRT,"3.0959315,101.590324"
"Menara WorldWide, KL","3.1478891,101.7181474"
Dpn Balai Polis Dungun,"4.7426668,103.4171069"
"Taman Aman, Kampar, Perak","4.2739798,101.1483818"
"Permas Jaya 3, JB","1.500696,103.8160667"
"Desa Green, KL","3.1051314,101.6945788"
Pdg Matsirat LKW Ked,"6.350366,99.731150"
Menara Cyberport JB,"1.4628734,103.7719309"
Zenith Mall JB JHR,"1.462860,103.762692"
D.Pahlawan Mall MLK,"2.190166,102.252954"
The Robertson GT Kl,"3.1444584,101.7042133"
Barrington Sq. Cameron Highlands,"4.4875899,101.3735586"
"Tasek Central, Tmn Ungku Aminah, JB","1.5136948,103.6544287"
Berjaya Waterfront JB,"1.4707485,103.783046"
Cltx Tmn U. Indh Sel,"3.00498,101.69092"
"Garden Avenue, Seremban","2.680684,101.902420"
Empire CT Damansara KL,"3.1663067,101.6151237"
"Jln Mutiara Emas2, Mount Austin, JB","1.5547662,103.7841564"
"Paya Bunga Sq., K. Trg","5.330558,103.136903"
Element Mall Mlk,"2.182240,102.262380"
Rini Square JB,"1.5220765,103.6363828"
"Amerin Mall, Seri Kembangan","3.0249731,101.7511225"
"Sunway Citrine, Iskandar Jhr","1.391086,103.639398"
Penang Sentral,"5.394947,100.365129"
Jaya Putra KED,"6.128247,100.351166"
"Medan Tuanku, KL","3.159106,101.696791"
"Cltx Bkt Mertajam, PG","5.364203,100.452595"
"Manipal Hospital, Klang","3.010055,101.431705"
"Jln Pak Sabah, TRE","4.755881,103.412777"
PERAMU JAYA PKAN PAH,"3.519456,103.391219"
Jln Tampoi Susur1 JB,"1.520533,103.750383"
"Jalan Besar Malim Nawar, Perak","4.352327,101.116810"
"Taman Arowana, Kedah","6.238334,100.245086"
"Pengkalan Nyireh, Besut","5.813239,102.571884"
"Pantai Jerjak, Penang","5.340590,100.303815"
"Bdr Dato Onn 2 ,JB","1.569951,103.743690"
"Tmn Eko Botani, Iskandar Puteri","1.438215,103.619986"
Bandar Universiti Pagoh,"2.148916,102.727244"
"Desaru Utama 2, Jhr","1.574117,104.205450"
Megan Avenue 1,"3.161661,101.716778"
"Seberang Balok, Kuantan","3.956432,103.387738"
"Nusa Sentral, Johor","1.469516,103.616952"
"Persiaran Bayan Indah, Penang","5.335724,100.307234"
"The Link 2, Bukit Jalil KL","3.052170,101.679337"
"Dayang Walk, Langkawi","6.325539,99.836034"
"P.P Haji Manan, Kluang","2.034927,103.318838"
"Tmn Desa Molek, Melaka","2.208866,102.315463"
"Trinity Hub Commercial Center, Kuching","1.514601,110.336183"
"Centerpoint Seremban, N9","2.723214,101.955259"
"Pusat Perniagaan Silibin, Ipoh","4.616538,101.055290"
Caltex Jalan Jelawat Seberang Perai,"5.399602,100.400618"
"Taman Nusantara, Johor","1.471539,103.584172"
"Kluang Mall, Bandar Kluang","2.039849,103.320660"
"Taman Sierra Perdana, Masai","1.479809,103.869815"
"UTC Galleria @ Kotaraya, Johor Bahru","1.459509,103.762797"
"UTC Kelantan, Kota Bahru","6.118043,102.239848"
"Jalan Teluk Ramunia, Sungai Rengit Johor","1.354466,104.225886"
"Horizon Hill, Nusajaya Johor","1.458316,103.644274"
"Medan Pusat Bandar 4, Bangi","2.959273,101.755110"
Bandar Bentara Tumpat Kelantan,"6.191597,102.168754"
I-Soho (Central Walk I-City),"3.064746,101.480726"
"Menara Paragon, Cyberjaya","2.924496,101.637225"
"Setia Ecohill, Semenyih","2.926187,101.855404"
"Awana Skyway, Genting Highlands","3.404054,101.783447"
"Taman Universiti, Skudai Johor","1.538697,103.630508"
"Taman Delima, Kluang","2.008499,103.308684"
"Caltex Stesen Paya Nahu, Kedah","5.643634,100.517825"
"Taman Ekoflora, Johor.","1.588350,103.761854"
"UTC, Ipoh","4.595718,101.082013"
"Kompleks Perniagaan Rushdan Yusoff, Jeli","5.743048,101.861394"
"Jalan Loke Yew, Bentong","3.524986,101.907828"
"USJ Heights, Subang Jaya","3.062329,101.567515"
"Jalan Besar, Pekan Nanas, Johor","1.507777,103.509532"
"Jalan Kemaman-Dungun, Kemaman","4.492642,103.440965"
"Vista Valley, Semenyih","2.958760,101.839300"
"Jalan Tiram Bandar, Ulu Tiram Johor.","1.613162,103.821772"
"Jalan Putra Square, Kuantan","3.818360,103.328346"
"Taman Wawasan, Raub","3.765760,101.851709"
"Jalan Skudai, Danga Bay","1.483677,103.719038"
"Jalan Enggang, Bandar Putra Johor.","1.659623,103.637894"
"Taman Setia Jasa, Temerloh","3.473302,102.502641"
"Jalan Teluk Ramunia, Sg Rengit","1.484790,103.948728"
"Sedco Complex, Kota Kinabalu","5.978028,116.073766"
"Taman Impian Emas, Johor","1.539432,103.668759"
"Kg Mengabang Telong, Kuala Terengganu","5.433318,103.054456"
"Peony Square, Cameron Highlands.","4.545531,101.421668"
"Jalan Chepor Indah, Chemor.","4.705478,101.093287"
"Savanna Boulevard, Dengkil","2.903625,101.764274"
"Taman Seri Bayan, Melaka","2.278784,102.259608"
"Central i-City, Shah Alam","3.062981,101.482090"
Sunway Velocity B2 KL,"3.127593,101.724465"
"Taman Mas Sepang, Sepang.","2.975901,101.581351"
"Menara Hai-O, KL","3.143461,101.708595"
"One Borneo Hypermall, KK Sabah.","6.034907,116.129154"
"Taman Satu Krubong, Melaka.","2.303962,102.252524"
"Taman Bunga Teratai, Pontian.","1.518555,103.513954"
"Pusat Perniagaan Gemilang, Kuala Lipis","4.167359,102.033020"
Eco Santuari Telok Panglima Garang,"2.943827,101.542058"
"Bandar Indera Mahkota 3, Kuantan.","3.819855,103.277592"
R&F Mall Johor,"1.459903,103.768720"
"Laguna Biru 1, Rawang","3.247206,101.524329"
"Taman Pasir Permai, Kg Alor, Pasir Puteh","5.835820,102.388857"
"Caltex SS 4D, PJ","3.109936,101.596563"
Bandar Satelit Islam Pasir Tumboh,"6.054663,102.280939"
"Jalan Welfare, Sungai Buloh Sentral","3.198883,101.577386"
"Jalan Seroja, Tmn Johor Jaya, JB","1.531904,103.813239"
"Jalan Siakap, Pasir Gudang Johor","1.473140,103.931932"
"Taman Bintang, Jalan Apas, Tawau.","4.252075,117.916708"
"EkoCheras Mall, Kuala Lumpur","3.093631,101.739160"
"Kampung Panji, Lahad Datu","5.021732,118.328252"
"Jalan Chong Ah Peng, Tanjong Malim","3.680655,101.519693"
"Wisma Fui Chiu, Jalan Tun Tan Cheng Lock","3.145495,101.697531"
"Bandar Uda Utama, Johor","1.497058,103.667624"
"Sinsuran Complex, Kota Kinabalu","5.980314,116.073371"
"Taman Bukit Pilah Perdana, Kuala Pilah.","2.742857,102.248255"
"Taman Setia Tropika, Johor.","1.547505,103.712640"
"Taman Bukit Indah, Johor.","1.487421,103.662806"
"Taman Peaceful, Kuching.","1.564625,110.318228"
"Bell Avenue, Sepang","2.828873,101.705336"
"Lebuh Mc Nair, Penang.","5.412712,100.331063"
"Taman Mutiara Mas, Johor.","1.513141,103.629853"
"Jalan Perwira 18, Taman Tun Ungku Aminah","1.522890,103.661175"
"Putra Business Centre, Kuantan.","3.765556,103.316283"
"Taman Mewah, Kuala Krau, Pahang","3.706559,102.370971"
"Bundusan Square, Penampang","5.925586,116.092574"
Uni Capital Kch Swk,"1.463972,110.418003"
"Jalan Ah Cheong, Teluk Intan.","4.024447,101.021587"
"Sedco Complex, Pekan Keningau","5.336101,116.155287"
"Taman Sri Kota, Pasir Wakaf Bharu, Tumpat","6.120216,102.216434"
"Kampung Jias, Pasir Mas","6.048958,102.158749"
Jln Airport Sandakan SBH,"5.888501,118.057780"
"ICOM Square, Kuching","1.551740,110.372126"
Sukma Commercial SWK,"1.606216,110.343314"
"Panorama Lapangan Perdana, Ipoh.","4.548425,101.098405"
"Taman Anggerik, Tongkang Pecah","1.912989,102.952578"
"Segama KK, Sbh","5.983284,116.074281"
"KotaSAS Avenue, Kuantan","3.871458,103.276797"
"Jalan Dato’ Lim Hoe Lek, Kuantan","3.822862,103.327356"
"Taman Paramount PJ, Sel","3.107823,101.623989"
D'Cattleya Senawang,"2.694965,101.978247"
"Plaza Taragon, Petaling Jaya","3.105789,101.597951"
Skypark Terminal Sel,"3.133148,101.552450"
The Horizon Bangsar South KL,"3.112471,101.667495"
Tmn Permata Endau Joh,"2.647340,103.639000"
Alsagoff Pontian Joh,"1.485892,103.389282"
Wharf Bizwalk Puchong,"2.982645,101.603534"
Che Lijah Dungun Trg,"4.760086,103.395521"
"Kobusak Commercial Centre, KK","5.924524,116.076804"
Seafest Semporna Sabah,"4.479238,118.617723"
Daskoh K. Krai Kelantan,"5.533009,102.209959"
"Eco Majestic, Semenyih","2.909976,101.851660"
T. Sentosa Karak Phg,"3.420673,102.050408"
KLIA Departure L5 SEL,"2.753494,101.704650"
"Oceanus Mall KK, Sabah","5.976775,116.068902"
"Gaya Street, KK Sabah","5.983327,116.077224"
Taman Bandar Putra Segamat,"2.499047,102.853026"
Jalan Tenang Labis Joh,"2.384500,103.021213"
Taman Ehsan Kepong,"3.219722,101.622896"
"Jalan Besar, Tanah Rata","4.471060,101.379090"
"Solaria Square, Bayan Lepas","5.300416,100.265330"
"Bercham Selatan, Ipoh","4.624098,101.120446"
"Sadong Jaya, KK SBH","5.968725,116.071991"
"Taman Adda, JB","1.545020,103.749717"
Pusat Perniagaan Nibong Tebal,"5.175053,100.476732"
Boulevard Pandan KL,"3.118945,101.744711"
Taman Selasih Melaka,"2.219748,102.192223"
"Caltex Jertih, Terengganu","5.739239,102.488659"
"Caltex Jalan Pasir Pekan, Pasir Emas","6.048014,102.150567"
"Tmn Paya Mas, Tangkak, Johor","2.277728,102.547473"
KEN TTDI KL,"3.152393,101.622666"
"Kompleks Bukit Baru, Melaka","2.217252,102.273389"
Sejati Walk Sandakan SBH,"5.892988,118.052805"
Damansara Aliff JB,"1.510027,103.718673"
Caltex Juru Utara Penang,"5.354211,100.416819"
"Caltex Tanah Merah, Kedah","6.029110,100.482330"
Riverson Walk KK SBH,"5.968890,116.064568"
"Bandar Bukit Mahkota, Sel","2.887359,101.796216"
Taman Gunung Indah Kedah,"6.096826,100.356991"
Jln Merbau Kulai JOH,"1.651667,103.620891"
Gong Pauh Kemaman TRG,"4.237343,103.413129"
Senadin Gateway Miri SWK,"4.4912960,114.0097020"
Suria Inanam SBH,"6.000140,116.129952"
"Jln Laksamana 1 TUTA, JHR","1.527107,103.668237"
"Damai Hillpark Cheras, KL","3.053023,101.738981"
"Tmn Tapai Indah, Marang TRG","5.126085,103.085646"
"Tmn Salak Perdana, Salak Tinggi, SEL","2.838085,101.725725"
Jln Labrooy Ipoh PRK,"4.612258,101.075376"
Terminal Kampar PRK,"4.316343,101.149211"
"Lrg Lau King Howe, Sibu SWK","2.2907332,111.8224123"
Tg Mnyak Perdana MLK,"2.289174,102.181565"
Caltex Dynamic Jln Puchong KL,"3.073780,101.658338"
One Residency GT KL,"3.149361,101.709028"
"Top Glove Setia Alam, SEL","3.107778,101.458840"
Mines 2 SEL,"3.027177,101.717095"
"Jalan Petani, Sg Petani KDH","5.640196,100.487250"
Ampang B. Centre Alor Setar KDH,"6.111827,100.351557"
Aurora Place Bkt Jalil KL,"3.053749,101.670095"
Plaza Damansara KL,"3.149120,101.653332"
Pekan Ajil TRG,"5.083198,103.087092"
Kota Syahbandar MLK,"2.197422,102.231876"
"Taman Meru 2B, Ipoh PRK","4.661559,101.067114"
Tmn Intan Setia Tjg Malim PRK,"3.697018,101.514205"
Jalan Keembong Tmn Johor Jaya JHR,"1.532851,103.807091"
Jln Banggol TRG,"5.331641,103.135526"
KPJ Dato Onn JOH,"1.543831,103.739988"
Caltex Klebang PRK,"4.698605,101.121953"
Wong Nai Siong Sibu SWK,"2.2899249,111.827255"
Benoni Comercial Papar SBH,"5.699817,115.936199"
Le Apple Hotel KL,"3.159626,101.714747"
Kenwingston Cyberjaya SEL,"2.911049,101.639353"
Rasah Prima Seremban N9,"2.688921,101.934372"
Jln Ampang 2 SEL,"3.151852,101.758966"
Subang Parade SJ SEL,"3.081556,101.585012"
Taman Desa Mas Rawang SEL,"3.338893,101.526917"
Jln Besar Bt Gajah PRK,"4.468593,101.042882"
"Tmn Maran Impian, Maran PHG","3.589923,102.790292"
Paradigm Mall JOH,"1.515570,103.686172"
KPJ Maharani Muar JOH,"2.035939,102.567349"
Tmn U 3 Skudai JOH,"1.545579,103.627896"
Gateway@Klia2 SEL,"2.744298,101.684810"
Oriental Village Langkawi KDH,"6.370783,99.671791"
Jln Resak Botanik Klang SEL,"2.996930,101.461430"
Caltex Cherang Ruku TRG,"5.847645,102.525566"
Lorong Mamanda Ampang SEL,"3.158916,101.750081"
I-Peak Lahad Datu SBH,"5.032698,118.341591"
Desa Mentari Pj SEL,"3.080673,101.617291"
Alor Lintang Kg Raja TRG,"5.774721,102.549909"
Toppen S.Centre JOH,"1.553634,103.797228"
Kg Mulong Mkm Lembu KLT,"6.033193,102.239451"
"Vivo Commercial Centre, KL","3.105750,101.676859"
Caltex Mubarak Pasir Puteh KEL,"5.841268,102.372266"
Bumi Bukit Jalil KL,"3.049609,101.669930"
Caltex BBN Nilai N9,"2.810222,101.803836"
Caltex Pndamaran SEL,"2.998282,101.420699"
Kukup Pontian JOH,"1.339159,103.459827"
Jalan Lang Kuning Kepong KL,"3.191582,101.644698"
Kota Emerald Rawang SEL,"3.320802,101.556678"
Temasya 8 U1 SA SEL,"3.092992,101.586303"
Kantonmen Prima KL,"3.196495,101.679218"
Tmn Setia Indah3 JOH,"1.573157,103.766103"
Caltex Putrajaya,"2.9285100,101.6796720"
Caltex Jalan Bakariah Muar JOH,"2.07955,102.568284"
88 Marketplace KK SBH,"5.940333,116.070985"
Sedco Tambunan SBH,"5.668084,116.366045"
"Jln Sungai Rasau, Sek 32 SA Sel","2.980467,101.514764"
Balok Perdana Kuantan PHG,"3.961578,103.372086"
IKEA Bt Kawan PG,"5.233170,100.440905"
Pekan Sungai Tong TRG,"5.359530,102.885019"
Bandar 16 Sierra SEL,"2.972633,101.658445"
Shaftsbury Tower Putrajaya,"2.938233,101.713323"
Caltex Penarik Permaisuri TRG,"5.594042,102.825965"
Emporis Kota Damansara SEL,"3.157189,101.571376"
"Bandar Rimbayu, SEL","2.933898,101.549221"
Brighton Square Kuching SWK,"1.5218325,110.3559994"
"Kemuning Indah, SEL","3.008390,101.524589"
"Sena Sentral, Pokok Sena KDH","6.177647, 100.529885"
Sphere Damansara SEL,"3.197655,101.599108"
"Discovery Park Gamuda, SEL","2.884975, 101.618401"
"Student Hub, JOH","1.431675,103.617040"
Saville Kajang SEL,"2.972130,101.789426"
"Tun Razak Business Park, Jengka, PHG","3.755909,102.541480"
SB Mall Sg Buloh SEL,"3.209511,101.564208"
Taman Bota PRK,"4.350960,100.883131"
Bukit Kuang Kmaman TRG,"4.268612,103.435833"
Tmn Pulai Indah2 JOH,"1.535668,103.581057"
United Point KL,"3.190597,101.653625"
"Kioks Pertama Complex, KL","3.157678, 101.695053"
"Medan Selera Pertama Complex, KL","3.157014, 101.695474"
Jalan Sultanah Zainab KLT,"6.121822,102.235160"
Cititel Ipoh PRK,"4.599127,101.078526"
Caltex Kuala Krau PHG,"3.706157,102.370641"
Pandak Mayah Langkawi KDH,"6.322462,99.849995"
Jalan Laksamana MLK,"2.194929,102.249615"
Menara SME Bank KL,"3.158311,101.701242"
Menara Symphony PJ SEL,"3.111332,101.636256"
"Seafront Semporna, SBH","4.479157,118.614001"
"BMC Mall, Mahkota Cheras SEL","3.054852,101.787221"
Indera Sempurna2 PHG,"3.737321,103.265266"
